?"sku",fnsku,asin,amazon-store,sales-price,longest-side,median-side,shortest-side,length-and-girth,unit-of-dimension,item-package-weight,unit-of-weight
304113-27,X003CHTMET,B07PJ4VWF7,US,86.39,33.5,10,6.3,66.1,inches,17.26,pounds
GH-0011W,X003CCNDPX,B0B8S84LG6,US,49.99,56,16.7,4,97.4,inches,19.55,pounds
RC-0001,X003C9HPDR,B0B8HW3N9G,US,9.45,12.4,7.2,1.77,30.34,inches,0.33,pounds
E331905,X003BZYNPZ,B0B7WMNGD7,US,115.99,13.75,13.75,8.4,58.05,inches,6.95,pounds
PGC-0002,X003BU3NS3,B0B7MCDFV5,US,48.99,17.4,17.3,2.5,57,inches,3.85,pounds
PGC-0001,X003BU3LWB,B0B7M9ZGJY,US,39.99,15.24,13.62,2.91,48.3,inches,2.58,pounds
VC-0002,X003BRXN09,B0B7J1151P,US,14.49,7.6,5.39,0.94,20.26,inches,0.09,pounds
VC-0001,X003BRTV37,B0B7HXBR75,US,12.49,7.24,5.39,1.26,20.54,inches,0.07,pounds
VC-0003,X003BRQ0GD,B0B7J2931M,US,15.49,7.56,5.28,1.46,21.04,inches,0.11,pounds
COFB-01J,X003BL96M9,B0B742S1CB,US,30.99,8.9,8.43,7.83,41.42,inches,3,pounds
CN-0001,X003AM17P3,B0B51P8MD6,US,9.99,7.52,5.55,2.4,23.42,inches,0.62,pounds
RB-0002,X003AH3SOL,B0B4N9RYJC,US,41.99,20,14,5.25,58.5,inches,9.75,pounds
HD-2113,X0039OXGZL,B0B2QNTSC9,US,59.99,14,9.75,9.5,52.5,inches,4.25,pounds
DE0003,X00391MMLD,B0B17P2366,US,179.99,20,11.75,11.5,66.5,inches,24,pounds
VSX3200,X0038IQIB7,B09F2DWF8B,US,299.99,45.6,7.1,6.7,73.2,inches,19.6,pounds
VSA-100,X0036XVMYR,B09VSBDPTF,US,99.99,15.79,13.54,3.82,50.51,inches,8.05,pounds
VSA-100-HUB,X0036XKBMB,B09VSLW7CH,US,139.99,16,13.5,4,51,inches,8.7,pounds
AT-0001,X0036OOGAD,B09V6VS359,US,22.99,10.08,6.93,6.89,37.72,inches,2.67,pounds
AT-0002,X0036OIF05,B09V6ZCNSZ,US,22.99,9.88,7.09,6.93,37.91,inches,2.71,pounds
VS1000EX2,X0036GA8PX,B09TVDLD5W,US,149.99,15.16,13.15,6.65,54.76,inches,8.53,pounds
CBIN-GO-001,X0036CBEUP,B09TPB88V7,US,56.99,26.27,22,7.5,85.27,inches,22.4,pounds
330301,X0035VBF1P,B09SZ9VS93,US,26.99,10.51,2.83,2.83,21.83,inches,0.95,pounds
HDR-0003,X0035MWC0R,B09SL246B8,US,22.99,9.92,9.76,2.52,34.48,inches,1.39,pounds
HDR-0002,X0035MWBCB,B09SKZK6T3,US,17.99,10.16,10.16,2.56,35.6,inches,1.17,pounds
DWC-0003,X0032VDTLH,B09M2NZNPT,US,179.99,39.5,13.5,13,92.5,inches,42.75,pounds
LED-300,X0032PWMOX,B09LQL4XGK,US,229.99,23,22.6,5.4,79,inches,17.55,pounds
SST-0002,X0032PJU75,B09LQVPLD4,US,18.74,7.95,7.48,5.98,34.87,inches,2.05,pounds
SST-0001,X0032PJPST,B09LQFNH6T,US,11.19,7.52,5.91,4.96,29.26,inches,1.01,pounds
LED-150,X0032PJEC1,B09LQCSC8P,US,129.99,15.83,15.35,4.02,54.57,inches,8.6,pounds
GT-0005,X00325W4HD,B09KGR246M,US,239.99,49,13,8,91,inches,53,pounds
GT-0003,X00325W3U1,B09KGSCCV8,US,134.99,49.1,11.1,8.75,88.8,inches,32.82,pounds
GT-0002,X00325V66D,B09KGSY9WH,US,101.99,36.9,10.5,6.8,71.5,inches,22.1,pounds
GT-0001,X00325V5EV,B09KGNGNDH,US,109.99,48.7,10.1,5.8,80.5,inches,20.6,pounds
GT-0004,X00325V48D,B09KGQY5B3,US,199.99,61.3,11.75,6.65,98.1,inches,39.7,pounds
LED-100x2NJ,X0031Z6EAH,B08JG8F18N,US,189.99,13.86,13.82,7.17,55.84,inches,11.62,pounds
LED-100NJ,X0031YXLBD,B08772CTK7,US,69.98,13.86,12.91,3.31,46.3,inches,5.78,pounds
DWC-0001,X0031W38FT,B09JSBJXRF,US,55.99,16,13.5,13.5,70,inches,8,pounds
DWC-0002,X0031VZ2VX,B09JRRJVSJ,US,139.99,25.6,13.25,12.75,77.6,inches,22.45,pounds
GH-0014,X0031OUCQZ,B09JBV5LD7,US,89.99,46.7,10.3,9.5,86.3,inches,31.9,pounds
VS1000E,X00302FZQP,B09F2MG2L8,US,79.99,14.5,12.4,2.9,45.1,inches,4.35,pounds
CT-0001,X002ZFYTNX,B09CGLXTQ5,US,24.99,20.8,2.4,2.1,29.8,inches,0.26,pounds
RB-0001,X002ZFPXFL,B09CFZTTPP,US,33.59,27.5,5.5,5.38,49.26,inches,6.35,pounds
RGB-0003,X002Z8NLJ3,B09C1CFLDJ,US,55.56,48,8.75,7.5,80.5,inches,25.7,pounds
LR-0001,X002Z3CAYF,B09BMQ4J34,US,25.99,32.5,8,2.5,53.5,inches,2.9,pounds
HE0002,X002YEJUGL,B0998J69CP,US,59.99,14.17,12.76,8.11,55.91,inches,5.45,pounds
GH-0013,X002XSYS0V,B097XQWY28,US,25.99,27.9,11.1,3.3,56.7,inches,4.65,pounds
LED-400J,X002XSTKG3,B08GPTLSZH,US,279.99,26.6,26.5,5.4,90.4,inches,23,pounds
LED-200J,X002XSNGIB,B08GNZ7M74,US,169.99,27.2,14.6,5.6,67.6,inches,12.8,pounds
311001-5x20,X002XOMYJH,B097PHXCJ3,US,39.99,13.2,9.7,5.7,44,inches,5,pounds
311001-30x10,X002XOL8S5,B097PJS964,US,40.99,16.5,13.5,6.5,56.5,inches,8.05,pounds
311001-2x20,X002XOL8RV,B097PJ9WQ9,US,30.99,11.73,9.53,5.94,42.67,inches,3.22,pounds
311001-7x20,X002XOK22X,B097PJ7KQY,US,42.99,15.7,9.7,7.6,50.3,inches,6.66,pounds
311001-20x10,X002XOK22N,B097PJW1QP,US,34.99,16.54,11.54,5.55,50.72,inches,6.5,pounds
311001-25x10,X002XOK22D,B097PHG8PV,US,39.99,16,13,4,50,inches,7.2,pounds
311001-3x20,X002XOK0JD,B097PGYW21,US,35.99,10.9,9.5,5.5,40.9,inches,4.51,pounds
311001-10x20,X002XOK0J3,B097PH2P24,US,43.99,18,11.5,7,55,inches,8.11,pounds
HSB950B-2500L,X002XOAMXR,B097HF98WF,US,17.99,6.06,4.45,3.74,22.44,inches,1.52,pounds
TT-002J,X002XO75FF,B097NXNTJ3,US,54.99,19.75,12.5,2.5,49.75,inches,2.2,pounds
CFW-01J,X002XIZJA9,B097D1R11S,US,29.98,8.82,8.27,7.83,41.02,inches,3.04,pounds
HDR004,X002X8PCQZ,B096VPCTTV,US,23.99,9.96,9.76,2.76,35,inches,1.59,pounds
HDR006,X002X8NXVV,B096VM7MF3,US,26.99,9.92,9.76,3.39,36.22,inches,2.03,pounds
HDR008,X002X8NXTN,B096VNSL84,US,27.99,9.96,9.96,4.09,38.06,inches,2.48,pounds
CBIN-BLO-80,X002WLTADJ,B095CG7ZGP,US,82.99,33,24,5.75,92.5,inches,14,pounds
HD-2119J,X002W8ES5R,B094FZM3J9,US,53.99,14.25,10.87,7.8,51.59,inches,5.53,pounds
HD-2118J,X002W8ENWP,B094G22C5G,US,37.99,12.95,8.39,7.91,45.55,inches,3.24,pounds
PH005J,X002VPPQ5R,B093C17TGH,US,14.99,6.38,2.09,1.26,13.08,inches,0.24,pounds
PH004J,X002VPPPU3,B093C1QHRW,US,13.99,6.42,2.05,1.14,12.8,inches,0.24,pounds
304113-42Tentkit-2,X002VP6HXH,B093BL79VG,US,459.99,49.5,22,10.5,114.5,inches,51,pounds
304113-33Tentkit,X002VP3B59,B093BMSZF8,US,449.99,37.75,16.5,16,102.75,inches,51.9,pounds
304113-44Tentkit-2,X002VP372V,B093BJ4BKZ,US,719.99,50,27,11,126,inches,28.2,pounds
GB0102J,X002TPO68R,B08Y5K5Z1V,US,31.99,13.5,13.4,8.8,57.9,inches,5.09,pounds
TT-001J,X002TJM6JJ,B08XQLDTFD,US,54.99,19.72,12.25,2.5,49.22,inches,2.15,pounds
GB0101-2J,X002TD5FD9,B08XBRTR3P,US,41.99,13.75,13.75,12.5,66.25,inches,8.8,pounds
GB0100-2J,X002TD0W2N,B08X9Y8W7N,US,41.99,13.75,13.6,12.75,66.45,inches,8.85,pounds
KS-003J,X002SMU34R,B08VMP91KY,US,29.99,23,11,5,55,inches,8.45,pounds
LOUPE-004J,X002RLBDST,B08S6V7D1V,US,19.99,2.8,2.52,2.44,12.72,inches,0.44,pounds
CO2-001J,X002RKYN9B,B08S72N74G,US,24.99,8.7,7.4,4.53,32.56,inches,1.94,pounds
306201PVC-8J,X002RJI929,B08S2PMH88,US,180.99,24.6,23.1,13,96.8,inches,32.6,pounds
YOYO-003J,X002PW1AM9,B08NT2DMZJ,US,15.99,9.57,8.58,2.32,31.37,inches,0.53,pounds
YOYO-004J,X002PVQS0J,B08NT5CBYP,US,15.99,9.61,8.7,1.97,30.95,inches,0.53,pounds
GB0101J,X002PP6QYN,B08NJM71C3,US,23.99,13.94,13.74,8.62,58.66,inches,5.03,pounds
306146-0412J,X002P03R09,B08M3G5TH3,US,42.99,13.58,7.8,7.64,44.46,inches,6.06,pounds
306146-0616J,X002P01R2T,B08M3VN2ST,US,69.99,19,9.55,9.55,57.2,inches,11.1,pounds
306146-0820J,X002P0009F,B08M42FD1V,US,99.99,22.6,11.75,11.25,68.6,inches,15.7,pounds
304113-42Tentkit,X002OONVVV,B08LGQZLTD,US,399.99,49.75,20,10.56,110.87,inches,48.35,pounds
304113-27Tentkit,X002OOMJE1,B08LGQ3XDZ,US,329.99,34,16,13.75,93.5,inches,40.8,pounds
304113-22Tentkit,X002OOMAT5,B08LGP2N34,US,269.99,28,16,13.75,87.5,inches,34.69,pounds
304114-43Tentkit,X002OOM7S9,B08LGRF3ND,US,404.99,50,17,14,112,inches,61,pounds
304113-44Tentkit,X002OOKGFZ,B08LGT99C8,US,499.99,50,17,14,112,inches,65,pounds
COMBO-01J,X002OAFJFB,B08KXRND9X,US,23.74,13.43,4.88,2.09,27.36,inches,0.62,pounds
PB-7,X002O4QFDR,B08KQ58T54,US,19.99,15.5,10.25,1.5,39,inches,1.95,pounds
PB-10,X002O4OW3R,B08KQ4BY9Y,US,22.99,12.2,9.57,5.31,41.96,inches,3.02,pounds
311001-7x10,X002N6EF5B,B08HRVMPX9,US,26.99,11.02,9.25,6.61,42.74,inches,3.31,pounds
311001-3x10,X002N6EF51,B08HRR1ZJM,US,21.99,11.18,7.17,4.92,35.36,inches,2.09,pounds
GH-0011,X002N55QI7,B08HRZG4CN,US,55.99,56,16.5,3.5,96,inches,19.2,pounds
GH-0012,X002N55LQ9,B08HS15RXP,US,35.99,28,19,3.25,72.5,inches,11.5,pounds
311001-5x10,X002N55JYN,B08HRTY8PY,US,24.99,10.63,7.56,4.57,34.89,inches,2.82,pounds
311001-15x10,X002N55JYD,B08HRW31D4,US,29.99,13.3,11.89,6.46,50,inches,5.22,pounds
311001-1x10,X002N55JY3,B08HRVR5TV,US,17.99,9.45,6.77,5.12,33.23,inches,1.23,pounds
311001-10x10,X002N55IFD,B08HRSGQV7,US,27.99,11.5,8.5,6,40.5,inches,4.1,pounds
311001-2x10,X002N55IF3,B08HRS2TDC,US,19.99,9.09,5.71,4.69,29.89,inches,1.68,pounds
CBIN-BLO-43,X002MSFS79,B08H1XG2TZ,US,76.99,22.5,22.5,8.6,84.7,inches,26.2,pounds
HGK1-36,X002MMU8LB,B08GQ1PT2P,US,67.19,32,8.3,6.6,61.8,inches,9.8,pounds
HGKB-36,X002MLJR9L,B08GPXVHD8,US,67.49,32,11,6,66,inches,8.7,pounds
LED-4bar,X002L5S997,B08D6L45FP,US,339.99,51,21,4.5,102,inches,29.8,pounds
GH-0010,X002KJ6UZJ,B08C2V7FX6,US,139.99,47.4,16,8.3,96,inches,70.5,pounds
GH-0007,X002JV1IWD,B08B63NZX8,US,39.99,38.75,14.5,3.75,75.25,inches,14.8,pounds
GH-0008,X002JURKUX,B08B61SG9W,US,49.99,38.8,14.5,3.4,74.6,inches,14.9,pounds
333122x2NJ,X002J89CW9,B0895GRK7T,US,15.29,6.65,3.66,2.52,19.01,inches,0.49,pounds
330702X2NJ,X002IY5C23,B088NT1VZ2,US,13.19,7.9,4.5,1.9,20.7,inches,0.6,pounds
330701X2NJ,X002IY5BLZ,B088NSTT2R,US,9.59,6.93,6.26,0.94,21.33,inches,0.31,pounds
311003-5X6NJ,X002IUQTKB,B088H36B51,US,19.99,8.82,4.84,1.85,22.2,inches,0.9,pounds
311003-5X3NJ,X002IUQ9K1,B088GVCMZH,US,11.99,9.65,3.19,1.73,19.49,inches,0.55,pounds
311003-4X6NJ,X002IUOMA5,B088GMYWZH,US,19.99,9.72,5.94,1.89,25.38,inches,1.1,pounds
311003-4X3NJ,X002IUAT1L,B088GW8H4J,US,12.99,8.75,3.07,1.7,18.29,inches,0.46,pounds
GH-0003,X002ITW1Z9,B088FK7RQS,US,59.99,41,11.5,5.5,75,inches,21.5,pounds
GH-0005,X002ITV5B5,B088FKM5C8,US,25.99,40.6,7.8,4,64.2,inches,10.05,pounds
GH-0004,X002ITCNN9,B088FK9ZVF,US,39.99,40.3,8.1,4.5,65.5,inches,10.15,pounds
DT-001X2J,X002IPZGCN,B08889K4D2,US,21.49,4.06,3.94,2.87,17.68,inches,0.66,pounds
DT-001J,X002IPZG1J,B0887SFLMR,US,14.99,4.06,2.83,2.72,15.16,inches,0.35,pounds
311021-25x5NJ,X002IPI161,B0885SVNRQ,US,25.99,16.89,12.68,2.99,48.23,inches,3.66,pounds
311021-2x5NJ,X002IPGYPB,B088666QZF,US,13.99,8.7,5.75,2.17,24.54,inches,0.82,pounds
311021-20x5NJ,X002IOJYKT,B0885S2TDF,US,25.99,16.45,10.83,3.82,45.75,inches,3.31,pounds
311021-1x5NJ,X002IOJYKJ,B08869D3HP,US,12.99,9.21,5.75,1.93,24.57,inches,0.57,pounds
333101-BJ,X002IJR93D,B087TJGHWJ,US,15.99,7.2,3.82,2.6,20.04,inches,0.33,pounds
311003-5X2NJ,X002ID12U5,B087CR7H9S,US,9.99,9.61,3.78,0.67,18.51,inches,0.29,pounds
HD-59J,X002ICZQQH,B087CTWPXG,US,59.99,16,11.25,8,54.5,inches,5.53,pounds
311003-4X2NJ,X002ICYT65,B087CPSL1H,US,9.99,9.61,3.74,0.75,18.59,inches,0.29,pounds
306109-416J,X002IBTGCN,B087632ZS3,US,19.99,11.06,5.16,5,31.38,inches,1.9,pounds
306104-416J,X002I93Z95,B0875SPZT4,US,16.99,12.3,4.7,4.5,30.7,inches,1.65,pounds
TF0004N-J,X002I74C4J,B08724L8SS,US,19.99,9.13,4.92,2.36,23.69,inches,1.28,pounds
332823-100J,X002I4KK93,B086V9MW2Q,US,12.99,6.18,4.41,2.09,19.18,inches,0.4,pounds
332582-40,X002I2UUL3,B086QHTGZ5,US,19.94,5.91,5.67,4.49,26.23,inches,1.79,pounds
332582-60,X002I2RBLF,B086QJPQ6X,US,23.99,6.69,5.59,4.45,26.77,inches,2.27,pounds
332582-100,X002I2R87R,B086QJQK8N,US,36.99,7.64,7.13,5.87,33.64,inches,4.43,pounds
311003-4X12NJ,X002HINYJD,B085NGVT5H,US,39.99,8.78,6.65,2.28,26.64,inches,1.83,pounds
TB-33,X002HE9RTX,B085HNHQD9,US,19.99,36.5,2,2,44.5,inches,1.5,pounds
311003-5X12NJ,X002HE62TL,B085HBYFXX,US,39.99,9.8,7.95,2.76,31.22,inches,2.23,pounds
351001J,X002H2MAK3,B0854HQ6TP,US,17.99,10.04,6.46,2.8,28.56,inches,2.62,pounds
351002J,X002H2FILB,B085497XYR,US,15.99,8,5.25,3,24.5,inches,1.85,pounds
GB0100J,X002FTLJPF,B083XMPXGB,US,31.99,13.75,13.75,8.35,57.95,inches,4.9,pounds
THM003-3J,X002FGLIC7,B083J5TSJV,US,23.99,5.39,5.31,2.32,20.65,inches,0.82,pounds
THM003-SENSORJ,X002FGHW4P,B083J6GT3P,US,7.99,4.41,2.68,1.46,12.69,inches,0.18,pounds
CBIN-BL-43J,X002F6LW9L,B08346W5S6,US,79.99,22.75,22.75,9.25,86.75,inches,25.65,pounds
331301J,X002F2JUV7,B082XP6TP1,US,125.99,30,28,8,102,inches,23.35,pounds
306106-124J,X002EYVHKX,B082TY8RR5,US,19.99,16.57,12.95,1.85,46.18,inches,0.66,pounds
306106-84J,X002EYVEU1,B082V19Z4W,US,14.99,10.08,9.84,1.69,33.14,inches,0.51,pounds
306106-64J,X002EYTB0B,B082TX7PNB,US,12.99,10.35,7.4,1.69,28.54,inches,0.4,pounds
HSB950-1800LNJ,X002ESQRYF,B082M7FNK6,US,16.99,6.14,4.37,3.58,22.04,inches,1.46,pounds
GH-0001,X002ENFD8L,B082FGDGPQ,US,79.99,53.75,16,6,97.75,inches,45.15,pounds
GH-0002,X002EN83TR,B082FJ37D1,US,55.99,40.87,12.05,6.14,77.25,inches,22.3,pounds
CHTrimer-01J,X002EHB2OB,B0827B591D,US,83.99,34,7.5,7.13,63.26,inches,7.35,pounds
HM002J,X002EEAL87,B0823Q1V1P,US,35.99,13.43,8.27,1.93,33.83,inches,1.63,pounds
HM001J,X002EE85J9,B0823MGXXD,US,29.99,9.41,6.42,1.93,26.11,inches,1.26,pounds
308105-50J,X002EE2HDT,B0823BFW6P,US,21.99,15.07,7.72,6.22,42.95,inches,1.54,pounds
PH002J,X002ECSOVF,B08227NGWJ,US,26.59,9.49,3.23,1.93,19.81,inches,0.35,pounds
PH001J,X002ECSOJ7,B08228CNGT,US,27.99,9.37,3.23,1.93,19.69,inches,0.35,pounds
330104CNJ,X002EB7JHB,B081ZM97QQ,US,25.99,7.56,7.4,2.13,26.61,inches,1.23,pounds
330102CNJ,X002EB7JH1,B081ZPC2M7,US,46.99,20.2,3.8,3.7,35.2,inches,2.2,pounds
332579-450LJ,X002E41OAL,B081RBZZR1,US,14.99,5.24,2.83,2.76,16.42,inches,0.6,pounds
HGK3-108J,X002E3ZNQ3,B081R8Y258,US,125.99,31.89,11.42,10.63,75.99,inches,25.9,pounds
HGK3-90J,X002E3UKBV,B081R8VNGY,US,94.99,31.5,10.9,10.4,74.1,inches,20.5,pounds
332967-50J,X002E2775J,B081N6NQ7B,US,10.34,6.8,4,1.2,17.2,inches,1.7,pounds
Spray-SX-CS4J,X002DREVSL,B07Y81DTTJ,US,26.39,16.18,7.32,7.32,45.46,inches,2.54,pounds
332592J,X002CZR3VV,B07ZRC2GYC,US,135.99,15.55,10.35,9.75,55.75,inches,16.45,pounds
332591J,X002CZR0EL,B07ZR9PGV9,US,109.99,15.3,10.4,9.7,55.5,inches,15.2,pounds
332581J,X002CZQREF,B07ZR9VNCP,US,66.49,15.43,7.99,7.01,45.43,inches,7.14,pounds
332582J,X002CZQDOJ,B07ZR9ZMS7,US,79.99,15.47,7.99,6.97,45.39,inches,7.78,pounds
306201PS-4,X002CQ7HOD,B07YZKWNG5,US,99.99,17.8,17.8,9.7,72.8,inches,13.6,pounds
306201PS-6,X002CQ7ABD,B07YZLP1WY,US,114.99,20,19.84,11.26,82.2,inches,22.4,pounds
306201PS-8,X002CQ77BV,B07YZLLR3M,US,135.99,24.8,23.8,13,98.4,inches,32.2,pounds
306106-42J,X002CMUW03,B00T62BZWA,US,6.99,7.68,5.12,1.02,19.96,inches,0.15,pounds
THM003J,X002CH6SKL,B07Z6F5S2M,US,17.99,6.14,5.35,1.34,19.52,inches,0.57,pounds
DSpel002J,X002CH4QWD,B07Z69TCMK,US,8.99,8,2.5,1.6,16.2,inches,0.25,pounds
Spray-SX-CS5J,X002BM62HL,B07Y82117Q,US,27.19,17.32,12.09,7.36,56.22,inches,2.69,pounds
332023J,X002BEXBVT,B07XZ915VW,US,12.99,3.78,1.93,0.94,9.52,inches,0.11,pounds
332573x2J,X002BESGSH,B07XYZZ2J7,US,23.99,5.9,5.2,2.8,21.9,inches,1.41,pounds
311006-1x5J,X002B6MFX7,B07XL3PWBY,US,12.99,8.5,6.38,2.17,25.6,inches,0.67,pounds
KS-001,X002AQX6NL,B07X651CRJ,US,30.99,24,11,5.6,57.2,inches,7.25,pounds
305130-PENK,X002AO9XN5,B06XKMH86J,US,15.99,6.93,3.94,1.26,17.32,inches,0.44,pounds
TB-42,X002AKJNBV,B07WHXC7G2,US,19.99,48.65,2.25,2.25,57.65,inches,1.5,pounds
306109-48C,X002AJMI9L,B07WW7CY9F,US,14.99,6.34,5.12,4.84,26.26,inches,0.93,pounds
306109-8C,X002AJM7K1,B07WW4RRPX,US,32.99,15,8.5,8.5,49,inches,4.9,pounds
306109-6C,X002AJM7JR,B07WT4VNC1,US,26.99,16.54,6.81,6.54,43.24,inches,3.73,pounds
306109-68C,X002AINM2T,B07WT519SL,US,18.99,6.93,6.85,5.75,32.13,inches,1.45,pounds
SN-2,X002AI7301,B07WGRYGDW,US,7.99,11.5,10.94,3.66,40.7,inches,1.1,pounds
TB-44,X002A5MY0N,B07WGS2RF8,US,24.99,48.5,2,2,56.5,inches,2.05,pounds
SN-1,X002A4M7QF,B07WHXFW7Z,US,9.99,10.91,9.69,2.99,36.27,inches,0.75,pounds
AqClean001J,X002A358ZD,B07WHW41BS,US,11.99,16.61,6.02,2.64,33.93,inches,0.64,pounds
306104-62C,X002A34RA5,B07WD9KQ93,US,34.99,13.89,13.43,6.57,53.89,inches,5.07,pounds
306104-42C,X0029ZV76B,B07WFDCYZL,US,32.99,17.91,9.09,4.53,45.15,inches,3.46,pounds
Wheelspray-12LJ,X0029Y6BUT,B07W6CY544,US,99.99,28.1,12.8,12.3,78.3,inches,10.7,pounds
332021,X00296J9AV,B07VK287M6,US,11.99,3.7,2.6,1.6,12.1,inches,0.2,pounds
332022-2,X00296J9AL,B07VK1LVN6,US,14.99,3.58,3.23,2.76,15.56,inches,0.38,pounds
332021-2,X00295SBLP,B07VJDZHXG,US,13.99,3.66,3.11,2.64,15.16,inches,0.4,pounds
332022,X00291BJTF,B07VK1LVKX,US,10.99,3.58,2.56,1.54,11.78,inches,0.2,pounds
EBKspray-15L-OJ,X0028UPRL3,B07VBYY8SN,US,90.24,24,16.25,8.5,73.5,inches,18.25,pounds
WB-3x100,X0028GWZSP,B07S61C2BM,US,49.99,36.5,6.6,6.2,62.1,inches,10.3,pounds
WB-3x50,X0028F8LDJ,B07S72KGJ7,US,27.99,14.13,12.95,6.1,52.23,inches,5.15,pounds
330120x4J,X0028018AH,B07TBDJV31,US,15.99,9.37,4.13,1.73,21.09,inches,0.37,pounds
330120x2J,X00280185H,B07TDJ6H7Z,US,9.99,8.27,3.7,0.98,17.63,inches,0.2,pounds
330120x1J,X0027WI6H9,B07T887H59,US,7.99,5.47,3.54,0.87,14.29,inches,0.09,pounds
311001-100J,X0027JRJDJ,B07SQQQPYY,US,17.09,12.2,9.17,3.15,36.84,inches,1.87,pounds
311001-45J,X0027HWPDP,B07SWYW8WX,US,13.99,10.98,7.52,3.27,32.56,inches,1.04,pounds
311001-50J,X0027HWOAT,B07SVYP3V5,US,15.99,10.35,7.91,3.7,33.57,inches,1.26,pounds
311011-3J,X0027D2P3J,B07SKTL43N,US,18.99,10.75,10.31,2.28,35.93,inches,1.3,pounds
DSpel001J,X0027BRQDZ,B07SHBMBT4,US,9.99,7.91,2.48,1.54,15.95,inches,0.22,pounds
311011-5J,X0027ACZPZ,B07SN2YSG5,US,19.99,12.4,11.85,2.36,40.82,inches,1.72,pounds
311011-7J,X00279IFU5,B07SN2JKSZ,US,20.99,13.15,12.76,2.09,42.85,inches,2.15,pounds
311011-10J,X00279IFTV,B07SJRBYGR,US,23.99,15.1,14.8,2.6,49.9,inches,2.65,pounds
306201PVC-6J,X0027809B9,B07SG989NY,US,99.99,20.25,20,11,82.25,inches,22.25,pounds
332576J,X0026JN05V,B07RZKRM13,US,17.99,4.53,3.9,3.82,19.97,inches,1.12,pounds
332574J,X0025VFUCV,B07RVHDZN1,US,13.99,5.3,3.3,2.5,16.9,inches,0.71,pounds
WP-330,X00255WEKD,B07R7V1HJW,US,47.49,9.06,7.83,6.02,36.76,inches,5.89,pounds
333101-G2J,X0024N8QPX,B07RBL1XJV,US,23.99,7.56,7.24,2.44,26.93,inches,0.55,pounds
GP0001-6J,X0024JNEOP,B07R22S3B5,US,22.49,13.9,12.1,6.1,50.3,inches,2.78,pounds
SPray-70LJ,X0024JFW0J,B07QQ3KYJC,US,35.99,20.63,7.44,7.36,50.23,inches,3.68,pounds
GP0001-4J,X0024HQIV3,B07QWNL67H,US,17.99,16.18,8.31,4.49,41.78,inches,2.33,pounds
SPray-15L-RJ,X0024HI1GD,B07QSCTT31,US,15.99,13.46,6.38,6.06,38.34,inches,1.01,pounds
SPray-80LJ,X0024GXC09,B07QVWQ1HC,US,36.89,22,7,7,50,inches,3.9,pounds
SPray-08L-GJ,X0024GXAOR,B07QTHF9ZT,US,14.39,12.32,6.3,5.75,36.42,inches,0.82,pounds
SPray-15L-GJ,X0024GXA97,B07QTHF3QK,US,15.99,13.6,6.3,6.1,38.4,inches,1.04,pounds
SPray-08L-RJ,X0024GX9G1,B07QTHYLZV,US,14.39,12.48,6.38,5.67,36.58,inches,0.79,pounds
SPray-30LJ,X0024G10XF,B07QTHHGZL,US,22.49,14.53,7.4,7.24,43.81,inches,2.58,pounds
332573J,X0024B8FA1,B07QQX9C9H,US,14.99,5.04,2.91,2.76,16.38,inches,0.68,pounds
306104-616J,X0023G2G43,B07PZKFZKF,US,19.99,9.45,6.65,6.54,35.83,inches,1.81,pounds
E331904J,X0023DGCV9,B07NLXH9TT,US,159.99,19.6,19.6,11.8,82.4,inches,15.6,pounds
DE0001J,X0022VUT4D,B07PHSCDFS,US,54.99,14.13,8.98,6.65,45.39,inches,4.59,pounds
TF0002J,X00225Z54D,B07NRXNZBS,US,13.99,5.24,5.2,2.6,20.84,inches,0.73,pounds
332572J,X001Z5JQOB,B07L54HB83,US,24.99,7.44,4.49,4.33,25.08,inches,2.14,pounds
332967J,X001Z3A87H,B07L4FWW1F,US,16.19,6.89,6.57,1.85,23.73,inches,3.99,pounds
311005-3J,X001Z2GBHT,B07L4Q3MVY,US,26.99,17.13,7.4,7.36,46.65,inches,3.02,pounds
330102NJ,X001Z1P6U3,B00Y27FJ1C,US,23.74,20.3,2.6,2.4,30.3,inches,1.35,pounds
330103NJ,X001Z1N8F3,B01EMXI6VA,US,33.24,21.4,3.4,3.4,35,inches,3,pounds
330104NJ,X001Z0RJI1,B073PTZCJ4,US,9.49,5.67,2.2,2.2,14.47,inches,0.38,pounds
330103CNJ,X001Z0D2H3,B074N2TTHP,US,56.99,21.15,4.8,4.8,40.35,inches,3.7,pounds
330101CNJ,X001Z0D25Z,B016MKY7C8,US,30.99,10.51,4.45,4.37,28.15,inches,1.61,pounds
330101x2NJ,X001YUGJ7J,B015PD8I7I,US,22.39,10.47,3.27,3.23,23.47,inches,1.54,pounds
330101NJ,X001YUGJ3X,B00P7U259C,US,11.04,10.43,2.32,2.32,19.71,inches,0.79,pounds
307281-2J,X001W3NE3P,B07H8G6PKX,US,22.99,9.49,9.09,5.28,38.23,inches,2.29,pounds
330118NJ,X001V958HF,B015F4VFGI,US,18.99,5,4.02,3.43,19.9,inches,0.82,pounds
306118J,X001UCPXVJ,B07FSGNR4F,US,14.99,3.7,2.8,2.4,14.1,inches,0.25,pounds
332569J,X001U19ZD7,B07FK343K8,US,104.99,13.25,9,8.75,48.74,inches,11.15,pounds
