?"sku",fnsku,asin,amazon-store,fulfilled-by,your-price,sales-price,longest-side,median-side,shortest-side,length-and-girth,unit-of-dimension,item-package-weight,unit-of-weight,size_category_2024,shipping_weight_2024,size_category_2026,shipping_weight_2026,removal_fee_2026,multichannel_fee_standard,multichannel_fee_express,fba_fee_2025年01月15日至2025年10月14日_2024,fba_fee_2025年10月15日至2026年01月14日_2024,fba_fee_自2026年01月15日起_2026
RC-0001-4,X003Q1X7NX,B0BW94JFT3,US,Amazon,21.99,21.99,11.89,7.09,6.3,38.67,inches,1.34,pounds,大号标准尺寸,3.821,大号标准尺寸,3.821,4.82,12.32,14.71,7.18,7.72,7.23
SWS-001,X003PYLYLN,B0BW3XDMQG,US,Amazon,22.49,22.49,11.46,7.99,5.79,39.02,inches,3.35,pounds,大号标准尺寸,3.814,大号标准尺寸,3.814,4.81,12.32,14.7,7.18,7.72,7.23
VSV-AZS4E42A,X003PUYWAR,B09YH6SZZF,US,Amazon,109.99,109.99,14,10,8,50,inches,6.05,pounds,大号标准尺寸,8.058,大号标准尺寸,8.058,9.31,15.29,17.63,8.54,9.08,8.85
VSV-IFB8,X003PTB5HV,B0BVPYH3WM,US,Amazon,39.99,39.99,9,8.2,8,41.4,inches,3.7,pounds,大号标准尺寸,4.247,大号标准尺寸,4.247,5.27,12.62,15,7.32,7.86,7.37
VSV-IFB4,X003PT4YIN,B0BVPW3B35,US,Amazon,27.99,27.99,6.54,5.43,4.76,26.92,inches,1.81,pounds,大号标准尺寸,1.81,大号标准尺寸,1.81,2.27,10.64,13.45,5.77,6.1,5.82
VSV-IFB6,X003PSRTQN,B0BVQ3Y7QX,US,Amazon,34.99,34.99,7.95,7.56,6.5,36.07,inches,3.17,pounds,大号标准尺寸,3.17,大号标准尺寸,3.17,4.13,11.87,14.26,6.97,7.51,7.02
330704-04X2,X003PS9XCV,B0BVM964Z8,US,Amazon,11.86,11.86,7.68,7.56,1.26,25.32,inches,0.53,pounds,大号标准尺寸,0.53,大号标准尺寸,0.53,1.53,8.61,11.81,4.15,4.43,4.2
330705-05X2,X003PRLXB1,B0BVMBGMLK,US,Amazon,15.19,15.19,7.99,7.24,2.13,26.73,inches,0.99,pounds,大号标准尺寸,0.99,大号标准尺寸,0.99,1.53,8.93,13.12,4.55,4.84,4.6
VGPF-1600,X003PMEZPH,B0BVB8FJKH,US,Amazon,116.99,116.99,17.25,13.5,13.5,71.25,inches,12.75,pounds,大号大件,22.617,小号大件,22.617,27.69,33.54,35.21,17.82,18.86,15.76
VGPF-1100,X003PMCJ9B,B0BVB8VCYS,US,Amazon,98.99,98.99,14.5,10.75,10.75,57.5,inches,7.6,pounds,大号大件,12.055,小号大件,12.055,16.5,25.62,27.29,13.81,14.85,11.75
VSH-IS02,X003PMBTW9,B0B96R2RC3,US,Amazon,35.99,35.99,7.44,6.54,6.38,33.28,inches,2.56,pounds,大号标准尺寸,2.56,大号标准尺寸,2.56,3.48,11.75,14.14,6.21,6.61,6.26
AT-0004,X003PF3XKR,B0BV5YNH3X,US,Amazon,21.99,21.99,9.88,6.97,6.85,37.52,inches,2.73,pounds,大号标准尺寸,3.394,大号标准尺寸,3.394,4.37,12.03,14.41,7.05,7.59,7.1
AT-0003,X003PEV4XL,B0BV61ZWCN,US,Amazon,21.99,21.99,9.96,7.05,7.01,38.08,inches,2.73,pounds,大号标准尺寸,3.541,大号标准尺寸,3.541,4.52,12.13,14.51,7.09,7.63,7.14
WB-4x50,X003P4C0TN,B0BTY9K48W,US,Amazon,34.99,34.99,16.5,13.94,5.04,54.46,inches,6.65,pounds,大号标准尺寸,8.34,大号标准尺寸,8.34,9.61,15.49,17.82,8.63,9.17,8.68
RB-0003B,X003P4BO27,B0BTYLTMMY,US,Amazon,55.99,55.99,20,14,5.5,59,inches,10.9,pounds,大号大件,11.079,小号大件,11.079,15.46,24.89,26.56,13.44,14.48,11.38
RB-0003,X003P4BKIF,B0BTYKC28V,US,Amazon,55.99,55.99,20,14,5.5,59,inches,11,pounds,大号大件,11.079,小号大件,11.079,15.46,24.89,26.56,13.44,14.48,11.38
RB-0001B,X003P4BFFN,B0BTYHN25X,US,Amazon,39.19,39.19,27.5,5.75,5.62,50.24,inches,6.35,pounds,大号大件,6.393,小号大件,6.393,10.04,21.37,23.04,11.66,12.7,9.6
WB-4x100,X003P4ALD5,B0BTYB1YQT,US,Amazon,59.99,59.99,47.8,6,6,71.8,inches,12.25,pounds,大号大件,12.38,大号大件,12.38,16.84,26.42,28.12,13.93,14.97,13.67
WB-3x250,X003P48MPJ,B0BTY3FJ6H,US,Amazon,84.99,84.99,36.2,8.9,8.8,71.6,inches,24.65,pounds,大号大件,24.65,小号大件,24.65,29.85,35.07,36.74,18.6,19.64,16.54
RB-0002B,X003P48A65,B0BTYJPN3T,US,Amazon,48.99,48.99,20.3,14.1,5.5,59.5,inches,9.9,pounds,大号大件,11.326,小号大件,11.326,15.73,25.07,26.74,13.53,14.57,11.47
LH-001,X003OYDYY9,B0BTM3RC2G,US,Amazon,8.49,8.49,5.16,4.33,1.34,16.5,inches,0.37,pounds,大号标准尺寸,0.37,大号标准尺寸,0.37,0.84,7.72,11.59,3.13,3.39,3.13
SST-1-0001,X003OVGTDF,B0BTD741R3,US,Amazon,41.79,43.99,15.2,10.12,5.39,46.22,inches,2.45,pounds,大号标准尺寸,5.965,大号标准尺寸,5.965,7.09,13.83,16.19,7.87,8.41,7.92
SST-2-0006,X003OUJFVT,B0BTD3HZLX,US,Amazon,37.99,49.99,15,9.96,6.06,47.04,inches,4.74,pounds,大号标准尺寸,6.513,大号标准尺寸,6.513,7.67,14.21,16.56,8.04,8.58,8.09
PF-2600,X003LWXHOB,B0BS8WQHXW,US,Amazon,179.99,179.99,21,15.8,15.6,83.8,inches,17.2,pounds,大号大件,37.238,小号大件,37.238,43.19,44.56,46.23,23.38,24.42,21.32
GH-E42A,X003LLRIR9,B0BS2BVL3Q,US,Amazon,49.99,49.99,7.05,6.97,2.05,25.09,inches,1.61,pounds,大号标准尺寸,1.61,大号标准尺寸,1.61,2.27,10.64,13.45,5.52,5.84,5.57
VS332611-GO,X003L15WOF,B0BRCL9DWF,US,Amazon,55.99,55.99,20.6,20.5,4,69.6,inches,5.57,pounds,大号大件,12.153,小号大件,12.153,16.6,25.69,27.36,13.85,14.89,11.79
304113-3018G,X003KYRGXX,B079DM1WCW,US,Amazon,69.99,69.99,34.5,10,5,64.5,inches,11.5,pounds,大号大件,12.41,小号大件,12.41,16.87,25.89,27.56,13.95,14.99,11.89
304113-21,X003KYRF4N,B07VRSCVVC,US,Amazon,62.99,62.99,37.2,10.2,5,67.6,inches,11.55,pounds,大号大件,13.649,大号大件,13.649,18.19,27.4,29.1,14.42,15.46,14.16
PS-5L,X003KIPYJ7,B0BPXQKZY7,US,Amazon,37.99,37.99,16.93,9.61,7.76,51.67,inches,5.29,pounds,大号标准尺寸,9.083,大号标准尺寸,9.083,10.4,16.01,18.34,8.87,9.41,8.92
PS-10L,X003KINGTR,B0BPXQ3MXW,US,Amazon,69.99,69.99,17,12.5,9,60,inches,6.8,pounds,大号大件,13.759,小号大件,13.759,18.3,26.9,28.57,14.46,15.5,12.4
GH-0001W,X003KI2FAX,B0BPWKSZGQ,US,Amazon,74.99,74.99,53.75,15.75,6,97.25,inches,46.1,pounds,大号大件,46.1,大号大件,46.1,52.59,52.29,26.99,26.75,27.79,26.49
VSFD4500,X003KBBMHR,B0BPC8K1HW,US,Amazon,359.99,359.99,42.91,8.9,7.48,75.67,inches,17.5,pounds,大号大件,20.551,大号大件,20.551,25.5,32.71,34.41,17.04,18.08,16.78
VSFD6500,X003K85V59,B0BP1Z4ZDR,US,Amazon,429.99,429.99,44.1,8.5,7.4,75.9,inches,25.05,pounds,大号大件,25.05,大号大件,25.05,30.27,36.18,37.88,18.75,19.79,18.49
SP-002,X003J58FS3,B0BMZS51DL,US,Amazon,49.99,49.99,10.16,8.82,7.56,42.92,inches,8.31,pounds,大号标准尺寸,8.31,大号标准尺寸,8.31,9.58,15.47,17.8,8.62,9.16,8.67
SP-001,X003J3VNMF,B0BMZS1YRD,US,Amazon,52.99,52.99,10.12,8.62,7.64,42.64,inches,8.64,pounds,大号标准尺寸,8.64,大号标准尺寸,8.64,9.93,15.7,18.03,8.72,9.26,9.03
VSV-AZT4,X003IQNC4Z,B0BQF728P7,US,Amazon,69.59,69.59,12.91,9.65,7.76,47.73,inches,4.92,pounds,大号标准尺寸,6.955,大号标准尺寸,6.955,8.14,14.52,16.87,8.19,8.73,8.5
VSV-AZT6,X003IQC773,B0BMV1W52R,US,Amazon,84.99,84.99,13.3,10,9.8,52.9,inches,6.1,pounds,大号大件,9.377,小号大件,9.377,10.04,23.61,25.28,12.79,13.83,10.73
CBIN-H500,X003IJELIX,B0BMLG159J,US,Amazon,59.99,59.99,36.5,6,6,60.5,inches,12.3,pounds,大号大件,12.3,小号大件,12.3,16.76,25.8,27.48,13.9,14.94,11.84
CBIN-H220,X003IJDL25,B0BML5MRRN,US,Amazon,33.99,33.99,36.54,4.75,4.6,55.24,inches,8.55,pounds,大号大件,8.55,小号大件,8.55,10.04,22.99,24.66,12.48,13.52,10.42
CBIN-H300,X003IJCHAR,B0BML5NPXC,US,Amazon,44.99,44.99,36.9,4.9,4.9,56.5,inches,9,pounds,大号大件,9,小号大件,9,10.04,23.33,25,12.65,13.69,10.59
PS-002X2,X003I8DM4D,B0BM8SK9QY,US,Amazon,9.99,9.99,9.69,3.74,0.71,18.59,inches,0.31,pounds,小号标准尺寸,0.31,小号标准尺寸,0.31,0.84,7.51,10.83,2.47,2.67,2.56
CHTrimer-P-01J,X003H6WA17,B0BLHGXCVW,US,Amazon,119.99,119.99,45,6.6,6.2,70.6,inches,9.8,pounds,大号大件,13.247,大号大件,13.247,17.76,27.09,28.79,14.26,15.3,14
LR-0003,X003H3FJDB,B0BLCWYXSF,US,Amazon,55.99,55.99,32,12,4,64,inches,11.2,pounds,大号大件,11.2,小号大件,11.2,15.59,24.98,26.65,13.49,14.53,11.43
LR-0002,X003H3APNZ,B0BLC142KJ,US,Amazon,59.99,59.99,22.4,11.12,3.6,51.84,inches,14.2,pounds,大号大件,14.2,小号大件,14.2,18.77,27.23,28.9,14.63,15.67,12.57
VSGB-25,X003H2OW5D,B0BL9XDQZL,US,Amazon,28.99,28.99,17.8,12,4,49.8,inches,4.54,pounds,大号标准尺寸,6.147,大号标准尺寸,6.147,7.29,13.95,16.31,7.93,8.47,7.98
VSGB-10,X003H2OUUP,B0BL8TRX3H,US,Amazon,23.99,23.99,11.81,9.21,3.27,36.77,inches,2.4,pounds,大号标准尺寸,2.559,大号标准尺寸,2.559,3.48,11.75,14.14,6.21,6.61,6.26
VSGB-7,X003H2OTTH,B0BLBQJ5J7,US,Amazon,21.99,21.99,10.75,8.39,3.46,34.45,inches,2.07,pounds,大号标准尺寸,2.245,大号标准尺寸,2.245,3.15,11.75,14.14,5.87,6.24,5.92
VSGB-5,X003H2C2RN,B0BLBHZ6CS,US,Amazon,20.99,20.99,11.61,7.44,2.76,32.01,inches,1.63,pounds,大号标准尺寸,1.715,大号标准尺寸,1.715,2.27,10.64,13.45,5.52,5.84,5.57
VSGB-15,X003H29LSB,B0BLBJ3YN1,US,Amazon,25.99,25.99,13.27,11.26,4.65,45.09,inches,3.4,pounds,大号标准尺寸,4.999,大号标准尺寸,4.999,6.07,13.15,15.52,7.56,8.1,7.61
VSGB-3,X003H23TBL,B0BLB36L7K,US,Amazon,17.99,17.99,10.63,6.69,2.48,28.97,inches,1.43,pounds,大号标准尺寸,1.43,大号标准尺寸,1.43,2.27,10.64,13.45,5.37,5.68,5.42
PS-002,X003GQOUS9,B0BKZTQZCN,US,Amazon,5.59,5.59,8.5,2.76,0.55,15.12,inches,0.15,pounds,小号标准尺寸,0.15,小号标准尺寸,0.15,0.84,7.34,10.7,2.38,2.57,2.49
VSA100SE,X003GFM181,B0BKPVFBKY,US,Amazon,99.99,99.99,16.02,13.39,3.27,49.34,inches,6.04,pounds,大号标准尺寸,6.04,大号标准尺寸,6.04,7.17,13.88,16.24,7.89,8.43,8.2
VSA200SE,X003GFIKBX,B0BKPNRGCJ,US,Amazon,189.99,189.99,15.86,13.7,3.7,50.66,inches,9.52,pounds,大号标准尺寸,9.52,大号标准尺寸,9.52,10.86,16.31,18.64,9.01,9.55,9.32
VSA200SE-E25,X003GFERRJ,B0BKPH1CZ6,US,Amazon,199.98,199.98,16.02,13.5,3.58,50.18,inches,9.02,pounds,大号标准尺寸,9.02,大号标准尺寸,9.02,10.33,15.96,18.29,8.85,9.39,9.16
VSA150SE-E25,X003GFER5L,B0BKPKKWYK,US,Amazon,123.49,123.49,16.1,13.58,3.31,49.88,inches,6.94,pounds,大号标准尺寸,6.94,大号标准尺寸,6.94,8.13,14.51,16.86,8.18,8.72,8.49
VSA100SE-E25,X003GFA3AT,B0BKP6QLTD,US,Amazon,119.98,119.98,15.6,13.86,2.79,48.9,inches,6,pounds,大号标准尺寸,6,大号标准尺寸,6,7.13,13.85,16.21,7.88,8.42,8.19
GH-E25,X003GER6CN,B0BKP7VV1H,US,Amazon,19.99,19.99,3.25,2.25,0.63,9.01,inches,0.05,pounds,小号标准尺寸,0.05,小号标准尺寸,0.05,0.84,7.34,10.7,3.06,3.25,3.32
CHTrimer-02J,X003FU7E2Z,B0BJV7B8BY,US,Amazon,90.99,90.99,34.2,7.3,6.9,62.6,inches,8.7,pounds,大号大件,12.393,小号大件,12.393,16.86,25.87,27.54,13.94,14.98,11.88
RGB-0005,X003FRYC4L,B0BJNS85PG,US,Amazon,94.99,94.99,49,11,6,83,inches,27.7,pounds,大号大件,27.7,大号大件,27.7,33.08,38.22,39.92,19.76,20.8,19.5
CP-0001,X003FGY63J,B0BHY2KYVG,US,Amazon,49.99,49.99,12.2,8.78,6.73,43.22,inches,6.5,pounds,大号标准尺寸,6.5,大号标准尺寸,6.5,7.66,14.2,16.55,8.04,8.58,8.09
SST-H-0001,X003FFJLAN,B0BHW1FXK2,US,Amazon,31.34,31.34,11.57,9.41,4.02,38.43,inches,2.31,pounds,大号标准尺寸,3.149,大号标准尺寸,3.149,4.11,11.85,14.24,6.97,7.51,7.02
AP-25,X003EKIAMT,B0BG2HJRGB,US,Amazon,31.29,31.29,7.05,5.47,3.98,25.95,inches,2.67,pounds,大号标准尺寸,2.67,大号标准尺寸,2.67,3.6,11.75,14.14,6.21,6.61,6.26
AP-40,X003EI08VR,B0BG2GFRQJ,US,Amazon,41.79,41.79,8.43,6.1,4.41,29.45,inches,4.74,pounds,大号标准尺寸,4.74,大号标准尺寸,4.74,5.79,12.97,15.34,7.48,8.02,7.53
AP-55,X003EHR8NT,B0BG2FG4H5,US,Amazon,69.99,69.99,9.49,6.46,6.34,35.09,inches,7.65,pounds,大号标准尺寸,7.65,大号标准尺寸,7.65,8.88,15,17.35,8.41,8.95,8.72
AP-15,X003EHR4D3,B0BG2BT9RX,US,Amazon,32.99,32.99,6.89,5.43,4.02,25.79,inches,2.36,pounds,大号标准尺寸,2.36,大号标准尺寸,2.36,3.27,11.75,14.14,6.05,6.44,6.1
VSS-EXHB,X003DZRPSP,B0BDRXF76P,US,Amazon,7.99,7.99,6.77,4.72,0.43,17.07,inches,0.15,pounds,小号标准尺寸,0.15,小号标准尺寸,0.15,0.84,7.34,10.7,2.38,2.57,2.49
330705-05,X003DQA4Q9,B0BCVQ9CNP,US,Amazon,9.49,9.49,6.61,6.22,1.1,21.25,inches,0.49,pounds,大号标准尺寸,0.49,大号标准尺寸,0.49,0.84,7.72,11.59,3.13,3.39,3.13
330704-04,X003DQ04EL,B0BCVM2P9K,US,Amazon,7.59,7.59,6.77,6.3,0.71,20.79,inches,0.31,pounds,小号标准尺寸,0.31,小号标准尺寸,0.31,0.84,7.51,10.83,2.47,2.67,2.56
PB-10B,X003DLBDHD,B0BCG1FBV8,US,Amazon,22.99,22.99,12.2,9.72,5.24,42.12,inches,3,pounds,大号标准尺寸,4.47,大号标准尺寸,4.47,5.51,12.78,15.15,7.39,7.93,7.44
PB-7B,X003DLBBRZ,B0BCFZVXCS,US,Amazon,18.99,18.99,10.63,7.68,5.43,36.85,inches,2.09,pounds,大号标准尺寸,3.189,大号标准尺寸,3.189,4.15,11.88,14.27,6.98,7.52,7.03
307281-4J,X003DJ3H0L,B0BC88GQCL,US,Amazon,39.99,39.99,9.35,9,8.5,44.35,inches,3.35,pounds,大号大件,5.146,小号大件,5.146,10.04,20.44,22.11,11.19,12.23,9.13
GB0104J,X003DIWMOJ,B0BC7MZ58T,US,Amazon,37.99,37.99,13.75,13.55,8.5,57.85,inches,5,pounds,大号大件,11.393,小号大件,11.393,15.8,25.12,26.79,13.56,14.6,11.5
GB0103J-2J,X003DIRIDJ,B0BC7M13K2,US,Amazon,66.49,66.49,13.8,13.2,12.6,65.4,inches,9,pounds,大号大件,16.512,小号大件,16.512,21.22,28.96,30.63,15.5,16.54,13.44
GB0103J,X003DIR96Z,B0BC7JLWH4,US,Amazon,37.99,37.99,13.5,13.5,8.75,58,inches,4.7,pounds,大号大件,11.473,小号大件,11.473,15.88,25.18,26.85,13.59,14.63,11.53
HM003J,X003DEYP6B,B0BBYX2XZ9,US,Amazon,39.99,39.99,8.25,4.38,4.38,25.77,inches,1.55,pounds,大号标准尺寸,1.55,大号标准尺寸,1.55,2.27,10.64,13.45,5.52,5.84,5.57
PH007,X003DCRADN,B0BBVT3P6G,US,Amazon,31.34,31.34,8.35,3.27,2.05,18.99,inches,0.35,pounds,大号标准尺寸,0.403,大号标准尺寸,0.403,0.84,7.72,11.59,3.9,4.16,3.95
PL-0003,X003CWZAY5,B0BB78XGNK,US,Amazon,48.99,48.99,17.87,13.5,5.94,56.75,inches,15.76,pounds,大号标准尺寸,15.76,大号标准尺寸,15.76,17.48,20.68,22.94,11,11.54,11.05
PL-0002,X003CWX6AZ,B0BB7C3V4H,US,Amazon,28.99,28.99,15.12,12.01,3.5,46.14,inches,8.29,pounds,大号标准尺寸,8.29,大号标准尺寸,8.29,9.56,15.45,17.79,8.61,9.15,8.66
PL-0001,X003CWSORP,B0BB799H1L,US,Amazon,18.99,18.99,14.68,11.69,2.4,42.86,inches,3.97,pounds,大号标准尺寸,3.97,大号标准尺寸,3.97,4.98,12.43,14.81,7.23,7.77,7.28
307282-2J,X003CMZS1P,B0B9GVFMCD,US,Amazon,19.99,19.99,8.15,7.24,5.08,32.79,inches,1.72,pounds,大号标准尺寸,2.156,大号标准尺寸,2.156,3.06,11.75,14.14,5.87,6.24,5.92
304114-43,X003CI14ZN,B07HQMX3S1,US,Amazon,135.99,135.99,49,13.3,7.3,90.2,inches,33.3,pounds,大号大件,34.226,大号大件,34.226,40,43.14,17.84,22.24,23.28,21.98
304116-84,X003CHTSVL,B07RXPHCSR,US,Amazon,219.99,219.99,49.5,13,8,91.5,inches,42.9,pounds,大号大件,42.9,大号大件,42.9,49.19,49.82,24.52,25.53,26.57,25.27
304113-27,X003CHTMET,B07PJ4VWF7,US,Amazon,86.39,86.39,33.5,10,6.3,66.1,inches,17.26,pounds,大号大件,17.26,小号大件,17.26,22.02,29.52,31.2,15.79,16.83,13.73
GH-0011W,X003CCNDPX,B0B8S84LG6,US,Amazon,49.99,49.99,56,16.7,4,97.4,inches,19.55,pounds,大号大件,26.912,大号大件,26.912,32.25,37.61,39.31,19.46,20.5,19.2
RC-0001,X003C9HPDR,B0B8HW3N9G,US,Amazon,10.99,10.99,12.4,7.2,1.77,30.34,inches,0.33,pounds,大号标准尺寸,1.137,大号标准尺寸,1.137,2.27,10.64,13.45,4.99,5.29,5.04
PGC-0002,X003BU3NS3,B0B7MCDFV5,US,Amazon,48.99,48.99,17.4,17.3,2.5,57,inches,3.85,pounds,大号大件,5.414,小号大件,5.414,10.04,20.64,22.31,11.29,12.33,9.23
PGC-0001,X003BU3LWB,B0B7M9ZGJY,US,Amazon,39.99,39.99,15.24,13.62,2.91,48.3,inches,2.58,pounds,大号标准尺寸,4.346,大号标准尺寸,4.346,5.38,12.69,15.07,7.35,7.89,7.4
VC-0002,X003BRXN09,B0B7J1151P,US,Amazon,14.49,14.49,7.6,5.39,0.94,20.26,inches,0.09,pounds,大号标准尺寸,0.277,大号标准尺寸,0.277,0.84,7.72,11.59,3.9,4.16,3.95
VC-0001,X003BRTV37,B0B7HXBR75,US,Amazon,12.49,12.49,7.24,5.39,1.26,20.54,inches,0.07,pounds,大号标准尺寸,0.354,大号标准尺寸,0.354,0.84,7.72,11.59,3.9,4.16,3.95
VC-0003,X003BRQ0GD,B0B7J2931M,US,Amazon,15.49,15.49,7.56,5.28,1.46,21.04,inches,0.11,pounds,大号标准尺寸,0.419,大号标准尺寸,0.419,0.84,7.72,11.59,3.9,4.16,3.95
COFB-01J,X003BL96M9,B0B742S1CB,US,Amazon,30.99,30.99,8.9,8.43,7.83,41.42,inches,3,pounds,大号标准尺寸,4.226,大号标准尺寸,4.226,5.25,12.61,14.99,7.31,7.85,7.36
CN-0001,X003AM17P3,B0B51P8MD6,US,Amazon,9.99,9.99,7.52,5.55,2.4,23.42,inches,0.62,pounds,大号标准尺寸,0.721,大号标准尺寸,0.721,1.53,8.61,11.81,3.38,3.66,3.38
RB-0002,X003AH3SOL,B0B4N9RYJC,US,Amazon,48.99,48.99,20,14,5.25,58.5,inches,9.75,pounds,大号大件,10.576,小号大件,10.576,14.93,24.51,26.18,13.25,14.29,11.19
HD-2113,X0039OXGZL,B0B2QNTSC9,US,Amazon,59.99,59.99,14,9.75,9.5,52.5,inches,4.25,pounds,大号大件,9.329,小号大件,9.329,10.04,23.58,25.25,12.78,13.82,10.72
DE0003,X00391MMLD,B0B17P2366,US,Amazon,179.99,179.99,20,11.75,11.5,66.5,inches,24,pounds,大号大件,24,小号大件,24,29.16,34.58,36.25,18.35,19.39,16.29
VSX3200,X0038IQIB7,B09F2DWF8B,US,Amazon,299.99,299.99,45.6,7.1,6.7,73.2,inches,19.6,pounds,大号大件,19.6,大号大件,19.6,24.5,31.98,33.68,16.68,17.72,16.42
VSA-100,X0036XVMYR,B09VSBDPTF,US,Amazon,99.99,99.99,15.79,13.54,3.82,50.51,inches,8.05,pounds,大号标准尺寸,8.05,大号标准尺寸,8.05,9.3,15.29,17.62,8.54,9.08,8.85
VSA-100-HUB,X0036XKBMB,B09VSLW7CH,US,Amazon,139.99,139.99,16,13.5,4,51,inches,8.7,pounds,大号标准尺寸,8.7,大号标准尺寸,8.7,9.99,15.74,18.07,8.74,9.28,9.05
AT-0001,X0036OOGAD,B09V6VS359,US,Amazon,22.99,22.99,10.08,6.93,6.89,37.72,inches,2.67,pounds,大号标准尺寸,3.463,大号标准尺寸,3.463,4.44,12.07,14.46,7.07,7.61,7.12
AT-0002,X0036OIF05,B09V6ZCNSZ,US,Amazon,22.99,22.99,9.88,7.09,6.93,37.91,inches,2.71,pounds,大号标准尺寸,3.492,大号标准尺寸,3.492,4.47,12.09,14.48,7.08,7.62,7.13
VS1000EX2,X0036GA8PX,B09TVDLD5W,US,Amazon,139.99,139.99,15.16,13.15,6.65,54.76,inches,8.53,pounds,大号标准尺寸,9.537,大号标准尺寸,9.537,10.88,16.33,18.65,9.01,9.55,9.32
CBIN-GO-001,X0036CBEUP,B09TPB88V7,US,Amazon,66.49,66.49,26.27,22,7.5,85.27,inches,22.4,pounds,大号大件,31.184,小号大件,31.184,36.77,40.02,41.69,21.08,22.12,19.02
330301,X0035VBF1P,B09SZ9VS93,US,Amazon,28.49,28.49,10.51,2.83,2.83,21.83,inches,0.95,pounds,大号标准尺寸,0.95,大号标准尺寸,0.95,1.53,8.93,13.12,4.55,4.84,4.6
HDR-0003,X0035MWC0R,B09SL246B8,US,Amazon,22.99,22.99,9.92,9.76,2.52,34.48,inches,1.39,pounds,大号标准尺寸,1.755,大号标准尺寸,1.755,2.27,10.64,13.45,5.77,6.1,5.82
HDR-0002,X0035MWBCB,B09SKZK6T3,US,Amazon,17.99,17.99,10.16,10.16,2.56,35.6,inches,1.17,pounds,大号标准尺寸,1.901,大号标准尺寸,1.901,2.27,10.64,13.45,5.77,6.1,5.82
DWC-0003,X0032VDTLH,B09M2NZNPT,US,Amazon,179.99,179.99,39.5,13.5,13,92.5,inches,42.75,pounds,大号大件,49.872,大号大件,49.872,56.58,55.19,29.89,28.18,29.22,27.92
LED-300,X0032PWMOX,B09LQL4XGK,US,Amazon,229.99,229.99,23,22.6,5.4,79,inches,17.55,pounds,大号大件,20.194,小号大件,20.194,25.13,31.73,33.4,16.9,17.94,14.84
SST-0002,X0032PJU75,B09LQVPLD4,US,Amazon,18.99,18.99,7.95,7.48,5.98,34.87,inches,2.05,pounds,大号标准尺寸,2.558,大号标准尺寸,2.558,3.48,11.75,14.14,6.21,6.61,6.26
SST-0001,X0032PJPST,B09LQFNH6T,US,Amazon,13.29,13.29,7.52,5.91,4.96,29.26,inches,1.01,pounds,大号标准尺寸,1.586,大号标准尺寸,1.586,2.27,10.64,13.45,5.52,5.84,5.57
LED-150,X0032PJEC1,B09LQCSC8P,US,Amazon,129.99,129.99,15.83,15.35,4.02,54.57,inches,8.6,pounds,大号大件,8.6,小号大件,8.6,10.04,23.03,24.7,12.5,13.54,10.44
GT-0005,X00325W4HD,B09KGR246M,US,Amazon,239.99,239.99,49,13,8,91,inches,53,pounds,"超大件((50,70]磅)",53,"超大件((50,70]磅)",53,59.9,64.66,69.75,41.62,44.43,38.82
GT-0003,X00325W3U1,B09KGSCCV8,US,Amazon,134.99,134.99,49.1,11.1,8.75,88.8,inches,32.82,pounds,大号大件,34.308,大号大件,34.308,40.09,43.21,17.91,22.27,23.31,22.01
GT-0002,X00325V66D,B09KGSY9WH,US,Amazon,101.99,101.99,36.9,10.5,6.8,71.5,inches,22.1,pounds,大号大件,22.1,小号大件,22.1,27.15,33.16,34.83,17.63,18.67,15.57
GT-0001,X00325V5EV,B09KGNGNDH,US,Amazon,109.99,109.99,48.7,10.1,5.8,80.5,inches,20.6,pounds,大号大件,20.6,大号大件,20.6,25.56,32.75,34.45,17.06,18.1,16.8
GT-0004,X00325V48D,B09KGQY5B3,US,Amazon,199.99,199.99,61.3,11.75,6.65,98.1,inches,39.7,pounds,"超大件((0,50]磅)",39.7,"超大件((0,50]磅)",39.7,45.8,56.16,57.73,41.04,43.77,41.04
LED-100x2NJ,X0031Z6EAH,B08JG8F18N,US,Amazon,189.99,189.99,13.86,13.82,7.17,55.84,inches,11.62,pounds,大号标准尺寸,11.62,大号标准尺寸,11.62,13.09,17.78,20.09,9.68,10.22,9.99
LED-100NJ,X0031YXLBD,B08772CTK7,US,Amazon,89.99,89.99,13.86,12.91,3.31,46.3,inches,5.78,pounds,大号标准尺寸,5.78,大号标准尺寸,5.78,6.9,13.7,16.06,7.81,8.35,8.12
DWC-0001,X0031W38FT,B09JSBJXRF,US,Amazon,55.99,55.99,16,13.5,13.5,70,inches,8,pounds,大号大件,20.978,小号大件,20.978,25.96,32.31,33.98,17.2,18.24,15.14
DWC-0002,X0031VZ2VX,B09JRRJVSJ,US,Amazon,118.99,139.99,25.6,13.25,12.75,77.6,inches,22.45,pounds,大号大件,31.114,小号大件,31.114,36.7,39.97,41.64,21.05,22.09,18.99
GH-0014,X0031OUCQZ,B09JBV5LD7,US,Amazon,89.99,89.99,46.7,10.3,9.5,86.3,inches,31.9,pounds,大号大件,32.875,大号大件,32.875,38.57,42.1,16.8,21.72,22.76,21.46
VS1000E,X00302FZQP,B09F2MG2L8,US,Amazon,69.99,69.99,14.5,12.4,2.9,45.1,inches,4.35,pounds,大号标准尺寸,4.35,大号标准尺寸,4.35,5.38,12.7,15.07,7.35,7.89,7.66
